Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Mun Koh,M,Singapore,SGP,1996,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,No medal
Ryohei Koiso,M,Japan,JPN,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Ryohei Koiso,M,Japan,JPN,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Georg Kolbe,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Georg Kolbe,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Emil Kotrba,M,Czechoslovakia,TCH,1948,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Emil Kotrba,M,Czechoslovakia,TCH,1948,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Felicjan Kowarski,M,Poland,POL,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Felicjan Kowarski,M,Poland,POL,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Felicjan Kowarski,M,Poland,POL,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Johannes Kragh,M,Denmark,DEN,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Johannes Kragh,M,Denmark,DEN,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Johannes Kragh,M,Denmark,DEN,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Heinrich Krause,M,Austria,AUT,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Heinrich Krause,M,Austria,AUT,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Wilhelm Kreitz,M,Belgium,BEL,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Wilhelm Kreitz,M,Belgium,BEL,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Wilhelm Kreitz,M,Belgium,BEL,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Josef K,M,Czechoslovakia,TCH,1936,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Josef K,M,Czechoslovakia,TCH,1936,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
F. Kroly,M,Yugoslavia,YUG,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
F. Kroly,M,Yugoslavia,YUG,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Jobst Kuch,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",No medal
Jobst Kuch,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",No medal
Ludwig Kunstmann,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Medals",No medal
Ludwig Kunstmann,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Medals",No medal
Ludwig Kunstmann,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Medals",No medal
Ludwig Kunstmann,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Medals",No medal
Ludwig Kunstmann,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Medals",No medal
Ludwig Kunstmann,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Medals",No medal
Ludwig Kunstmann,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Medals",No medal
Ludwig Kunstmann,M,Germany,GER,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Medals",No medal
Margarete (friebelung-),F,Czechoslovakia,TCH,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Margarete (friebelung-),F,Czechoslovakia,TCH,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Margarete (friebelung-),F,Czechoslovakia,TCH,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Nobushige Kusamitsu,M,Japan,JPN,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Nobushige Kusamitsu,M,Japan,JPN,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Josef Laeuger,M,Germany,GER,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Josef Laeuger,M,Germany,GER,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Franois Lafortune,M,Belgium,BEL,1952,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",No medal
Franois Lafortune,M,Belgium,BEL,1952,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
Franois Lafortune,M,Belgium,BEL,1960,Roma,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",No medal
Franois Lafortune,M,Belgium,BEL,1960,Roma,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
Franois Lafortune,M,Belgium,BEL,1952,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",No medal
Franois Lafortune,M,Belgium,BEL,1952,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
Franois Lafortune,M,Belgium,BEL,1960,Roma,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",No medal
Franois Lafortune,M,Belgium,BEL,1960,Roma,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
Georg Lagerstedt,M,Sweden,SWE,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Georg Lagerstedt,M,Sweden,SWE,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Georg Lagerstedt,M,Sweden,SWE,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Georg Lagerstedt,M,Sweden,SWE,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Georg Lagerstedt,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Georg Lagerstedt,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Georg Lagerstedt,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Georg Lagerstedt,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Georg Lagerstedt,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Georg Lagerstedt,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Georg Lagerstedt,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Georg Lagerstedt,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Georg Lagerstedt,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Georg Lagerstedt,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Georg Lagerstedt,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Georg Lagerstedt,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Georg Lagerstedt,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Richard Lahey,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Richard Lahey,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Richard Lahey,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Georges Lambert,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Georges Lambert,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Georges Lambert,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Georges Lambert,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Georges Lambert,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Georges Lambert,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Georges Lambert,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Georges Lambert,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Georges Lambert,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Georges Lambert,M,France,FRA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Raoul Lamourdedieu,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Raoul Lamourdedieu,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Raoul Lamourdedieu,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Antonn Landa,M,Czechoslovakia,TCH,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Antonn Landa,M,Czechoslovakia,TCH,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Antonn Landa,M,Czechoslovakia,TCH,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Antonn Landa,M,Czechoslovakia,TCH,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Antonn Landa,M,Czechoslovakia,TCH,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Antonn Landa,M,Czechoslovakia,TCH,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Antonn Landa,M,Czechoslovakia,TCH,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Antonn Landa,M,Czechoslovakia,TCH,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Paul Landowski,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Paul Landowski,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Paul Landowski,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Louise Landr,F,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Louise Landr,F,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Louise Landr,F,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Erwin Lang,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Erwin Lang,M,Austria,AUT,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Jacques Lartigue,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Jacques Lartigue,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Jacques Lartigue,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Jacques Lartigue,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Albert Laverne,M,Sidi-Fekkar-14,FRA,1900,Paris,Sailing,Sailing Mixed 0.5-1 Ton,No medal
Albert Laverne,M,Sidi-Fekkar-14,FRA,1900,Paris,Sailing,Sailing Mixed 0.5-1 Ton,No medal
Albert Laverne,M,Amulet-3,FRA,1900,Paris,Sailing,Sailing Mixed 1-2 Ton,No medal
Albert Laverne,M,Amulet-3,FRA,1900,Paris,Sailing,Sailing Mixed 1-2 Ton,No medal
Louis Laverne,M,Amulet-3,FRA,1900,Paris,Sailing,Sailing Mixed 1-2 Ton,No medal
Louis Laverne,M,Amulet-3,FRA,1900,Paris,Sailing,Sailing Mixed 1-2 Ton,No medal
Joseph Lavery,M,Great Britain,GBR,1908,London,Cycling,Cycling Men's Sprint,No medal
Joseph Lavery,M,Great Britain,GBR,1908,London,Cycling,Cycling Men's Sprint,No medal
Sir Lavery,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Sir Lavery,M,Great Britain,GBR,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Sir Lavery,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Sir Lavery,M,Great Britain,GBR,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Charles L'plattenier,M,Switzerland,SUI,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Charles L'plattenier,M,Switzerland,SUI,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Gabriel Bret,M,Crocodile-11,FRA,1900,Paris,Sailing,Sailing Mixed 0.5-1 Ton,No medal
Gabriel Bret,M,Crocodile-11,FRA,1900,Paris,Sailing,Sailing Mixed 0.5-1 Ton,No medal
Jacques Lavasseur,M,Olle,FRA,1900,Paris,Sailing,Sailing Mixed 2-3 Ton,Gold
Jacques Lavasseur,M,Olle,FRA,1900,Paris,Sailing,Sailing Mixed 2-3 Ton,Gold
Henri Leclerc,M,France,FRA,1900,Paris,Equestrianism,"Equestrianism Mixed Jumping, Individual",No medal
Henri Leclerc,M,France,FRA,1900,Paris,Equestrianism,"Equestrianism Mixed Jumping, Individual",No medal
Lecointre,M,Alcyon-7,FRA,1900,Paris,Sailing,Sailing Mixed 1-2 Ton,No medal
Lecointre,M,Alcyon-7,FRA,1900,Paris,Sailing,Sailing Mixed 1-2 Ton,No medal
L. Legru,M,Suzon IV-5,FRA,1900,Paris,Sailing,Sailing Mixed 0.5-1 Ton,No medal
L. Legru,M,Suzon IV-5,FRA,1900,Paris,Sailing,Sailing Mixed 0.5-1 Ton,No medal
Kathryn Leighton,F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Kathryn Leighton,F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Corneille Lentz,M,Luxembourg,LUX,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Corneille Lentz,M,Luxembourg,LUX,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Leroy,M,Mascaret-4,FRA,1900,Paris,Sailing,Sailing Mixed 3-10 Ton,No medal
Leroy,M,Mascaret-4,FRA,1900,Paris,Sailing,Sailing Mixed 3-10 Ton,No medal
Letot,M,Galopin-9,FRA,1900,Paris,Sailing,Sailing Mixed 0.5-1 Ton,No medal
Letot,M,Galopin-9,FRA,1900,Paris,Sailing,Sailing Mixed 0.5-1 Ton,No medal
Kai Li,M,Hong Kong,HKG,1992,Barcelona,Swimming,Swimming Men's 200 metres Freestyle,No medal
Kai Li,M,Hong Kong,HKG,1992,Barcelona,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal
Kai Li,M,Hong Kong,HKG,1992,Barcelona,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal
Kai Li,M,Hong Kong,HKG,1992,Barcelona,Swimming,Swimming Men's 200 metres Freestyle,No medal
Kai Li,M,Hong Kong,HKG,1992,Barcelona,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,No medal
Kai Li,M,Hong Kong,HKG,1992,Barcelona,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal
Joseph Jr.,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Joseph Jr.,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Max Liebermann,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",No medal
Max Liebermann,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",No medal
Max Liebermann,M,Germany,GER,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",No medal
Victor Lindstrand,M,Sweden,SWE,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Victor Lindstrand,M,Sweden,SWE,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Victor Lindstrand,M,Sweden,SWE,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Victor Lindstrand,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Medals",No medal
Victor Lindstrand,M,Sweden,SWE,1936,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Medals",No medal
Robert Linzeler,M,Quand-Mme-2,FRA,1900,Paris,Sailing,Sailing Mixed 0-0.5 Ton,Silver
Robert Linzeler,M,Quand-Mme-2,FRA,1900,Paris,Sailing,Sailing Mixed 0-0.5 Ton,Silver
Robert Lips,M,Switzerland,SUI,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Robert Lips,M,Switzerland,SUI,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Robert Lips,M,Switzerland,SUI,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Robert Lips,M,Switzerland,SUI,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Robert Lips,M,Switzerland,SUI,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Robert Lips,M,Switzerland,SUI,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",No medal
Robert Lips,M,Switzerland,SUI,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Robert Lips,M,Switzerland,SUI,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Robert Lips,M,Switzerland,SUI,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",No medal
Robert Lips,M,Switzerland,SUI,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",No medal
Robert Lips,M,Switzerland,SUI,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",No medal
Robert Lips,M,Switzerland,SUI,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",No medal
Robert Lips,M,Switzerland,SUI,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Robert Lips,M,Switzerland,SUI,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Robert Lips,M,Switzerland,SUI,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
William Littlefield,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
William Littlefield,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
William Littlefield,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Charlotte Lobsiger-schibli,F,Switzerland,SUI,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
Charlotte Lobsiger-schibli,F,Switzerland,SUI,1948,London,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
"Lockwood, Co.",M,United States,USA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
"Lockwood, Co.",M,United States,USA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
"Lockwood, Co.",M,United States,USA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
"Lockwood, Co.",M,United States,USA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
"Lockwood, Co.",M,United States,USA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
"Lockwood, Co.",M,United States,USA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",No medal
Paul Lorrette,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Paul Lorrette,M,France,FRA,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Aries Luijt,M,Netherlands,NED,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Aries Luijt,M,Netherlands,NED,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Aase -hoffman-madsen),F,Denmark,DEN,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Aase -hoffman-madsen),F,Denmark,DEN,1924,Paris,Art Competitions,Art Competitions Mixed Painting,No medal
Johannes Lussenburg,M,Netherlands,NED,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Johannes Lussenburg,M,Netherlands,NED,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Johannes Lussenburg,M,Netherlands,NED,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
John Macgilchrist,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
John Macgilchrist,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
John Macgilchrist,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Maria Machado,F,Portugal,POR,1996,Atlanta,Athletics,Athletics Women's Marathon,No medal
Maria Machado,F,Portugal,POR,1996,Atlanta,Athletics,Athletics Women's Marathon,No medal
Charles Maciver,M,Mouchette-2,GBR,1908,London,Sailing,Sailing Mixed 12 metres,Silver
Charles Maciver,M,Mouchette-2,GBR,1908,London,Sailing,Sailing Mixed 12 metres,Silver
Monica (-freyburg),F,South Africa,RSA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Monica (-freyburg),F,South Africa,RSA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Monica (-freyburg),F,South Africa,RSA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Monica (-freyburg),F,South Africa,RSA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Monica (-freyburg),F,South Africa,RSA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Myrtle Maclane,F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Myrtle Maclane,F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Myrtle Maclane,F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Myrtle Maclane,F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Hermon Macneil,M,United States,USA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Hermon Macneil,M,United States,USA,1928,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",No medal
Hermon Macneil,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Hermon Macneil,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",No medal
Jens Madsen,M,Denmark,DEN,1992,Barcelona,Football,Football Men's Football,No medal
Jens Madsen,M,Denmark,DEN,1992,Barcelona,Football,Football Men's Football,No medal
Sofus Madsen,M,Norway,NOR,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
Sofus Madsen,M,Norway,NOR,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,No medal
W. Magee,M,Great Britain,GBR,1908,London,Cycling,Cycling Men's Sprint,No medal
W. Magee,M,Great Britain,GBR,1908,London,Cycling,Cycling Men's Sprint,No medal
Edith (day-),F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Edith (day-),F,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Rafa Malczewski,M,Poland,POL,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Rafa Malczewski,M,Poland,POL,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Rafa Malczewski,M,Poland,POL,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Rafa Malczewski,M,Poland,POL,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Louis-Ferdinand Malespina,M,France,FRA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Louis-Ferdinand Malespina,M,France,FRA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Louis-Ferdinand Malespina,M,France,FRA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Jacques Maloubier,M,France,FRA,1948,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Jacques Maloubier,M,France,FRA,1948,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Corrado Mancioli,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Corrado Mancioli,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Corrado Mancioli,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Ottorino Mancioli,M,Italy,ITA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Ottorino Mancioli,M,Italy,ITA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Ottorino Mancioli,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Ottorino Mancioli,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Ottorino Mancioli,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Ottorino Mancioli,M,Italy,ITA,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
